grid,laps,circuit_type,length,turns,direction,drs_zones,overtake_rating,pit_stops,laps_led,is_verstappen,driver_rank,constructor_rank,position
1,53,4,5.807,18,1,1,3,1,48,1,1,1,1
6,53,4,5.807,18,1,1,3,1,2,0,3,1,4
4,53,4,5.807,18,1,1,3,1,0,0,6,3,2
3,53,4,5.807,18,1,1,3,1,3,0,4,3,3
7,53,4,5.807,18,1,1,3,1,0,0,7,4,7
5,53,4,5.807,18,1,1,3,1,0,0,8,4,6
12,53,4,5.807,18,1,1,3,1,0,0,14,7,8
13,53,4,5.807,18,1,1,3,1,0,0,13,7,9
2,56,2,5.513,20,0,2,3,2,5,0,2,2,2
5,56,2,5.513,20,0,2,3,1,1,0,5,2,3
1,56,2,5.513,20,0,2,3,1,48,1,1,1,1
3,56,2,5.513,20,0,2,3,2,0,0,3,1,5
16,56,2,5.513,20,0,2,3,2,2,0,6,3,4
6,56,2,5.513,20,0,2,3,1,0,0,8,4,6
7,56,2,5.513,20,0,2,3,1,0,0,9,7,7
1,71,0,4.304,17,1,2,3,2,0,0,2,2,4
5,71,0,4.304,17,1,2,3,1,0,0,5,2,3
4,71,0,4.304,17,1,2,3,1,0,0,3,1,2
2,71,0,4.304,17,1,2,3,1,71,0,6,3,1
2,71,0,4.309,15,0,2,4,4,57,0,2,2,1
3,71,0,4.309,15,0,2,4,4,1,0,5,2,3
20,71,0,4.309,15,0,2,4,4,13,1,1,1,4
1,71,0,4.309,15,0,2,4,4,0,0,3,1,2
4,71,0,4.309,15,0,2,4,5,0,0,6,3,5
14,71,0,4.309,15,0,2,4,4,0,0,4,3,6
9,71,0,4.309,15,0,2,4,4,0,0,10,5,7
5,71,0,4.309,15,0,2,4,4,0,0,7,4,9
6,71,0,4.309,15,0,2,4,4,0,0,15,9,8
3,55,2,5.554,21,0,2,3,1,0,0,2,2,3
5,55,2,5.554,21,0,2,3,1,0,0,4,2,4
2,55,2,5.554,21,0,2,3,1,3,1,1,1,2
1,55,2,5.554,21,0,2,3,1,52,0,3,1,1
6,55,2,5.554,21,0,2,3,1,0,0,6,3,5
8,55,2,5.554,21,0,2,3,1,0,0,7,4,7
9,55,2,5.554,21,0,2,3,1,0,0,8,4,8
7,55,2,5.554,21,0,2,3,1,0,0,10,6,6
3,58,1,5.303,16,1,2,3,1,40,0,1,1,1
2,58,1,5.303,16,1,2,3,1,0,0,3,1,3
1,58,1,5.303,16,1,2,3,1,18,1,2,2,2
15,58,1,5.303,16,1,2,3,1,0,0,8,2,8
8,58,1,5.303,16,1,2,3,1,0,0,4,3,4
4,58,1,5.303,16,1,2,3,1,0,0,6,3,6
10,58,1,5.303,16,1,2,3,1,0,0,5,4,5
11,58,1,5.303,16,1,2,3,1,0,0,9,4,9
7,58,1,5.303,16,1,2,3,1,0,0,7,5,7
9,58,1,5.303,16,1,2,3,1,0,0,10,5,10
12,58,1,5.303,16,1,2,3,1,0,0,11,6,11
14,58,1,5.303,16,1,2,3,1,0,0,12,6,12
18,58,1,5.303,16,1,2,3,2,0,0,13,7,13
13,58,1,5.303,16,1,2,3,2,0,0,14,8,14
6,57,3,5.412,15,1,2,3,2,0,0,9,7,5
5,57,3,5.412,15,1,2,3,2,0,0,7,6,4
7,57,3,5.412,15,1,2,3,2,0,0,6,5,6
3,57,3,5.412,15,1,2,3,1,3,0,3,2,2
9,57,3,5.412,15,1,2,3,1,5,1,2,2,3
1,57,3,5.412,15,1,2,3,1,49,0,1,1,1
1,56,3,5.451,16,1,2,3,1,20,0,1,2,8
2,56,3,5.451,16,1,2,3,1,6,0,5,2,3
4,56,3,5.451,16,1,2,3,1,0,1,2,1,4
3,56,3,5.451,16,1,2,3,1,18,0,3,1,2
6,56,3,5.451,16,1,2,3,2,12,0,4,3,1
5,56,3,5.451,16,1,2,3,2,0,0,8,3,5
13,56,3,5.451,16,1,2,3,1,0,0,6,4,7
14,56,3,5.451,16,1,2,3,1,0,0,11,4,13
7,56,3,5.451,16,1,2,3,2,0,0,7,5,6
9,56,3,5.451,16,1,2,3,2,0,0,12,5,9
8,56,3,5.451,16,1,2,3,2,0,0,15,9,12
12,56,3,5.451,16,1,2,3,2,0,0,14,9,11
19,56,3,5.451,16,1,2,3,1,0,0,16,8,19
20,56,3,5.451,16,1,2,3,1,0,0,13,8,16
18,56,3,5.451,16,1,2,3,1,0,0,18,10,14
16,56,3,5.451,16,1,2,3,2,0,0,19,10,15
17,56,3,5.451,16,1,2,3,2,0,0,9,6,18
10,56,3,5.451,16,1,2,3,2,0,0,17,7,17
11,56,3,5.451,16,1,2,3,1,0,0,10,7,10
1,51,2,6.003,20,0,2,4,2,30,0,2,1,4
6,51,2,6.003,20,0,2,4,2,0,0,3,1,2
2,51,2,6.003,20,0,2,4,2,3,1,1,2,1
12,51,2,6.003,20,0,2,4,2,0,0,6,4,7
16,51,2,6.003,20,0,2,4,4,0,0,14,4,9
9,51,2,6.003,20,0,2,4,2,0,0,10,5,5
8,51,2,6.003,20,0,2,4,2,0,0,9,6,3
13,51,2,6.003,20,0,2,4,2,0,0,13,9,6
18,51,2,6.003,20,0,2,4,4,0,0,16,9,11
10,51,2,6.003,20,0,2,4,2,0,0,15,10,8
19,51,2,6.003,20,0,2,4,3,0,0,18,7,10
17,51,2,6.003,20,0,2,4,2,0,0,11,7,12
15,51,2,6.003,20,0,2,4,2,0,0,12,8,13
3,66,0,4.675,16,1,2,3,2,0,0,2,2,4
1,66,0,4.675,16,1,2,3,1,58,1,1,1,1
2,66,0,4.675,16,1,2,3,1,0,0,3,1,2
6,66,0,4.675,16,1,2,3,1,0,0,5,3,5
5,66,0,4.675,16,1,2,3,1,8,0,6,3,3
2,78,4,3.337,19,1,1,1,1,0,0,2,2,2
4,78,4,3.337,19,1,1,1,1,0,0,5,2,4
3,78,4,3.337,19,1,1,1,1,0,1,1,1,3
5,78,4,3.337,19,1,1,1,1,0,0,4,1,5
1,78,4,3.337,19,1,1,1,1,78,0,3,3,1
20,78,4,3.337,19,1,1,1,1,0,0,6,3,9
11,78,4,3.337,19,1,1,1,1,0,0,8,4,8
8,78,4,3.337,19,1,1,1,1,0,0,9,4,10
9,78,4,3.337,19,1,1,1,1,0,0,12,6,12
6,78,4,3.337,19,1,1,1,1,0,0,13,6,6
16,78,4,3.337,19,1,1,1,1,0,0,17,9,11
10,78,4,3.337,19,1,1,1,1,0,0,11,7,7
19,78,4,3.337,19,1,1,1,1,0,0,10,8,13
1,68,0,4.361,14,1,2,4,1,68,0,1,2,1
5,68,0,4.361,14,1,2,4,1,0,0,5,2,6
4,68,0,4.361,14,1,2,4,1,0,1,2,1,5
2,68,0,4.361,14,1,2,4,1,0,0,3,1,2
6,68,0,4.361,14,1,2,4,1,0,0,4,3,4
3,68,0,4.361,14,1,2,4,1,0,0,6,3,3
3,53,3,5.842,15,1,2,4,2,0,0,2,2,5
6,53,3,5.842,15,1,2,4,1,1,0,5,2,3
1,53,3,5.842,15,1,2,4,1,52,1,1,1,1
2,53,3,5.842,15,1,2,4,2,0,0,4,1,7
5,53,3,5.842,15,1,2,4,1,0,0,3,3,4
4,53,3,5.842,15,1,2,4,1,0,0,6,3,2
12,53,3,5.842,15,1,2,4,1,0,0,7,4,9
7,53,3,5.842,15,1,2,4,1,0,0,9,4,8
8,53,3,5.842,15,1,2,4,1,0,0,14,9,10
9,53,3,5.842,15,1,2,4,1,0,0,10,7,6
